ID,subject,tumor_type,treatment,time,logvol,logvol_norm,vol,vol_norm
X-1329_binimetinib,X-1329,CRC,binimetinib,72,7.036148494,1.643885515,1137,5.175238966
X-1329_binimetinib,X-1329,CRC,binimetinib,75,7.316880348,1.924617369,1505.5,6.852526175
X-1441_binimetinib,X-1441,CRC,binimetinib,0,5.324472324,0,205.3,1
X-1441_binimetinib,X-1441,CRC,binimetinib,3,5.315174484,-0.00929784,203.4000001,0.990745251
X-1441_binimetinib,X-1441,CRC,binimetinib,7,5.204555987,-0.119916337,182.1,0.886994642
X-1441_binimetinib,X-1441,CRC,binimetinib,10,5.093136516,-0.231335808,162.9000001,0.793472967
X-1441_binimetinib,X-1441,CRC,binimetinib,14,4.957234517,-0.367237807,142.1999999,0.69264491
X-1441_binimetinib,X-1441,CRC,binimetinib,17,4.852811209,-0.471661115,128.1,0.623964929
X-1441_binimetinib,X-1441,CRC,binimetinib,21,4.927253685,-0.397218639,138,0.672187043
X-1441_binimetinib,X-1441,CRC,binimetinib,24,4.893352133,-0.431120191,133.3999999,0.649780808
X-1441_binimetinib,X-1441,CRC,binimetinib,28,4.467056884,-0.85741544,87.10000001,0.424257185
X-1441_binimetinib,X-1441,CRC,binimetinib,31,4.597138014,-0.72733431,99.19999997,0.483195324
X-1441_binimetinib,X-1441,CRC,binimetinib,38,4.622027303,-0.702445021,101.7,0.495372625
X-1441_binimetinib,X-1441,CRC,binimetinib,42,4.683981366,-0.640490958,108.2,0.527033609
X-1441_binimetinib,X-1441,CRC,binimetinib,46,4.845760651,-0.478711673,127.2,0.619581101
X-1441_binimetinib,X-1441,CRC,binimetinib,49,4.777441407,-0.547030917,118.8,0.578665368
X-1441_binimetinib,X-1441,CRC,binimetinib,52,5.043425117,-0.281047207,155,0.754992694
X-1441_binimetinib,X-1441,CRC,binimetinib,56,4.911919321,-0.412553003,135.9,0.66195811
X-1441_binimetinib,X-1441,CRC,binimetinib,59,5.001930853,-0.322541471,148.6999999,0.724305893
X-1441_binimetinib,X-1441,CRC,binimetinib,64,5.070789217,-0.253683107,159.3,0.775937652
X-1441_binimetinib,X-1441,CRC,binimetinib,70,5.131672289,-0.192800035,169.3,0.824646858
X-1441_binimetinib,X-1441,CRC,binimetinib,73,5.093750201,-0.230722123,163,0.793960059
X-1441_binimetinib,X-1441,CRC,binimetinib,77,5.086978861,-0.237493463,161.9000001,0.788602046
X-1441_binimetinib,X-1441,CRC,binimetinib,80,5.11679549,-0.207676834,166.8,0.812469557
X-1441_binimetinib,X-1441,CRC,binimetinib,84,5.112590017,-0.211882307,166.1000001,0.809059913
X-1441_binimetinib,X-1441,CRC,binimetinib,87,5.036952602,-0.287519722,153.9999999,0.750121773
X-1441_binimetinib,X-1441,CRC,binimetinib,91,5.07454862,-0.249923704,159.9,0.778860205
X-1479_binimetinib,X-1479,CRC,binimetinib,0,5.465102184,0,236.3,1
X-1479_binimetinib,X-1479,CRC,binimetinib,3,5.453610251,-0.011491933,233.6,0.988573847
X-1479_binimetinib,X-1479,CRC,binimetinib,6,5.388158071,-0.076944113,218.8000001,0.9259416
X-1479_binimetinib,X-1479,CRC,binimetinib,10,5.453610251,-0.011491933,233.6,0.988573847
X-1479_binimetinib,X-1479,CRC,binimetinib,13,5.604698516,0.139596332,271.6999999,1.149809564
X-1479_binimetinib,X-1479,CRC,binimetinib,17,5.613128106,0.148025922,273.9999999,1.159542954
X-1479_binimetinib,X-1479,CRC,binimetinib,20,5.52744299,0.062340806,251.5000001,1.064325011
X-1479_binimetinib,X-1479,CRC,binimetinib,24,5.67057034,0.205468156,290.1999999,1.228099873
X-1479_binimetinib,X-1479,CRC,binimetinib,27,5.626541394,0.16143921,277.6999999,1.175201016
X-1479_binimetinib,X-1479,CRC,binimetinib,31,5.792403666,0.327301482,327.7999999,1.387219636
X-1479_binimetinib,X-1479,CRC,binimetinib,34,5.932775551,0.467673367,377.2000001,1.596275921
X-1479_binimetinib,X-1479,CRC,binimetinib,38,6.03954017,0.574437986,419.6999999,1.776132035
X-1479_binimetinib,X-1479,CRC,binimetinib,41,5.96819592,0.503093736,390.7999999,1.653829877
X-1479_binimetinib,X-1479,CRC,binimetinib,45,5.930386698,0.465284514,376.3000002,1.592467204
X-1479_binimetinib,X-1479,CRC,binimetinib,48,5.869296913,0.404194729,354,1.498095641
X-1479_binimetinib,X-1479,CRC,binimetinib,52,5.689007189,0.223905005,295.6,1.25095218
X-1479_binimetinib,X-1479,CRC,binimetinib,55,5.920773806,0.455671622,372.6999998,1.577232331
X-1479_binimetinib,X-1479,CRC,binimetinib,59,6.022720937,0.557618753,412.7000001,1.746508676
X-1479_binimetinib,X-1479,CRC,binimetinib,62,6.085637717,0.620535533,439.4999999,1.859923826
X-1479_binimetinib,X-1479,CRC,binimetinib,66,6.045242253,0.580140069,422.1000001,1.786288617
X-1479_binimetinib,X-1479,CRC,binimetinib,69,6.109247583,0.644145399,450.0000001,1.904358867
X-1479_binimetinib,X-1479,CRC,binimetinib,76,6.325433654,0.86033147,558.6000003,2.36394414
X-1479_binimetinib,X-1479,CRC,binimetinib,80,6.329364336,0.864262152,560.8000002,2.373254339
X-1479_binimetinib,X-1479,CRC,binimetinib,84,6.377237022,0.912134838,588.3000001,2.489631825
X-1479_binimetinib,X-1479,CRC,binimetinib,87,6.666447757,1.201345573,785.6,3.324587389
X-1500_binimetinib,X-1500,CRC,binimetinib,0,5.306285536,0,201.6,1
X-1500_binimetinib,X-1500,CRC,binimetinib,3,5.458734088,0.152448552,234.8,1.16468254
X-1500_binimetinib,X-1500,CRC,binimetinib,7,5.236973736,-0.0693118,188.0999999,0.933035714
X-1500_binimetinib,X-1500,CRC,binimetinib,11,5.387700928,0.081415392,218.7000001,1.084821429
X-1500_binimetinib,X-1500,CRC,binimetinib,13,5.385412073,0.079126537,218.1999999,1.08234127
X-1500_binimetinib,X-1500,CRC,binimetinib,25,5.202907182,-0.103378354,181.8,0.901785715
X-1500_binimetinib,X-1500,CRC,binimetinib,28,4.96284463,-0.343440906,143,0.709325397
X-1500_binimetinib,X-1500,CRC,binimetinib,32,5.236441963,-0.069843573,188,0.932539683
X-1500_binimetinib,X-1500,CRC,binimetinib,35,5.213303992,-0.092981544,183.7,0.911210317
X-1500_binimetinib,X-1500,CRC,binimetinib,38,5.211124155,-0.095161381,183.3,0.909226191
X-1500_binimetinib,X-1500,CRC,binimetinib,43,5.108971195,-0.197314341,165.5,0.82093254
X-1500_binimetinib,X-1500,CRC,binimetinib,48,5.120983351,-0.185302185,167.5,0.830853175
X-1500_binimetinib,X-1500,CRC,binimetinib,53,5.145748768,-0.160536768,171.7,0.851686508
X-1500_binimetinib,X-1500,CRC,binimetinib,56,5.313698469,0.007412933,203.1000001,1.007440477
X-1500_binimetinib,X-1500,CRC,binimetinib,60,5.483551345,0.177265809,240.7000001,1.193948413
X-1500_binimetinib,X-1500,CRC,binimetinib,68,5.411646052,0.105360516,224,1.111111111
X-1500_binimetinib,X-1500,CRC,binimetinib,82,5.898800862,0.592515326,364.5999999,1.808531746
X-1500_binimetinib,X-1500,CRC,binimetinib,88,6.029482614,0.723197078,415.4999999,2.061011905
X-1500_binimetinib,X-1500,CRC,binimetinib,92,5.997198079,0.690912543,402.3,1.995535715
X-1500_binimetinib,X-1500,CRC,binimetinib,97,6.088137434,0.781851898,440.5999998,2.185515873
X-1500_binimetinib,X-1500,CRC,binimetinib,101,6.131878451,0.825592915,460.3000001,2.283234128
X-1500_binimetinib,X-1500,CRC,binimetinib,106,6.356801864,1.050516328,576.3999999,2.859126984
X-1500_binimetinib,X-1500,CRC,binimetinib,116,6.088137434,0.781851898,440.5999998,2.185515873
X-1500_binimetinib,X-1500,CRC,binimetinib,121,6.084271597,0.777986061,438.9000001,2.177083334
X-1500_binimetinib,X-1500,CRC,binimetinib,129,5.861925176,0.55563964,351.4000001,1.743055556
X-1536_binimetinib,X-1536,CRC,binimetinib,0,5.356114465,0,211.8999999,1
X-1536_binimetinib,X-1536,CRC,binimetinib,3,5.385412073,0.029297608,218.1999999,1.029731005
X-1536_binimetinib,X-1536,CRC,binimetinib,6,5.403577877,0.047463412,222.2,1.048607834
X-1536_binimetinib,X-1536,CRC,binimetinib,10,5.441984716,0.085870251,230.8999999,1.089664936
X-1536_binimetinib,X-1536,CRC,binimetinib,13,5.447168313,0.091053848,232.0999999,1.095327985
X-1536_binimetinib,X-1536,CRC,binimetinib,16,5.487283466,0.131169001,241.6,1.140160453
X-1536_binimetinib,X-1536,CRC,binimetinib,20,5.429345629,0.073231164,228,1.075979236
X-1536_binimetinib,X-1536,CRC,binimetinib,25,5.422744945,0.06663048,226.5,1.068900425
X-1536_binimetinib,X-1536,CRC,binimetinib,28,5.419206684,0.063092219,225.7,1.065125059
X-1536_binimetinib,X-1536,CRC,binimetinib,31,5.328846572,-0.027267893,206.2000001,0.97310052
X-1536_binimetinib,X-1536,CRC,binimetinib,35,5.272999559,-0.083114906,195.0000001,0.920245399
X-1536_binimetinib,X-1536,CRC,binimetinib,39,5.202907182,-0.153207283,181.8,0.857951865
X-1536_binimetinib,X-1536,CRC,binimetinib,42,5.18234519,-0.173769275,178.0999999,0.840490798
X-1536_binimetinib,X-1536,CRC,binimetinib,46,5.11619579,-0.239918675,166.7,0.786691836
X-1536_binimetinib,X-1536,CRC,binimetinib,49,4.932313327,-0.423801138,138.7,0.654554035
X-1536_binimetinib,X-1536,CRC,binimetinib,51,4.931592087,-0.424522378,138.6,0.654082115
X-1536_binimetinib,X-1536,CRC,binimetinib,55,4.94875989,-0.407354575,140.9999999,0.665408211
X-1536_binimetinib,X-1536,CRC,binimetinib,58,5.086361005,-0.26975346,161.8000001,0.763567721
X-1536_binimetinib,X-1536,CRC,binimetinib,62,5.049856007,-0.306258458,156,0.736196319
X-1536_binimetinib,X-1536,CRC,binimetinib,65,5.060060177,-0.296054288,157.5999999,0.74374705
X-1536_binimetinib,X-1536,CRC,binimetinib,68,4.941642423,-0.414472042,140.0000001,0.660689005
X-1536_binimetinib,X-1536,CRC,binimetinib,71,4.879767019,-0.476347446,131.6,0.621047664
X-1536_binimetinib,X-1536,CRC,binimetinib,74,4.914124394,-0.441990071,136.2,0.642756017
X-1536_binimetinib,X-1536,CRC,binimetinib,78,4.892602227,-0.463512238,133.3,0.629070316
X-1536_binimetinib,X-1536,CRC,binimetinib,82,4.618086411,-0.738028054,101.3,0.478055687
X-1536_binimetinib,X-1536,CRC,binimetinib,86,4.682131227,-0.673983238,108,0.509674375
X-1536_binimetinib,X-1536,CRC,binimetinib,89,4.680277658,-0.675836807,107.7999999,0.508730533
X-1855_binimetinib,X-1855,CRC,binimetinib,0,5.33945931,0,208.4,1
X-1855_binimetinib,X-1855,CRC,binimetinib,3,5.337057195,-0.002402115,207.9,0.997600768
X-1855_binimetinib,X-1855,CRC,binimetinib,6,5.336094731,-0.003364579,207.7,0.996641075
X-1855_binimetinib,X-1855,CRC,binimetinib,17,5.327876169,-0.011583141,206,0.988483685
X-1855_binimetinib,X-1855,CRC,binimetinib,21,5.296315364,-0.043143946,199.6,0.957773512
X-1855_binimetinib,X-1855,CRC,binimetinib,24,5.315174484,-0.024284826,203.4000001,0.976007678
X-1855_binimetinib,X-1855,CRC,binimetinib,27,5.312713247,-0.026746063,202.9,0.973608445
X-1855_binimetinib,X-1855,CRC,binimetinib,31,5.355170178,0.015710868,211.7,1.015834933
X-1855_binimetinib,X-1855,CRC,binimetinib,34,5.314682721,-0.024776589,203.3000001,0.975527831
X-1855_binimetinib,X-1855,CRC,binimetinib,38,5.310739887,-0.028719423,202.5000001,0.97168906
X-1855_binimetinib,X-1855,CRC,binimetinib,41,5.352805552,0.013346242,211.2,1.013435701
X-1855_binimetinib,X-1855,CRC,binimetinib,45,5.341855669,0.002396359,208.9000001,1.002399233
X-1855_binimetinib,X-1855,CRC,binimetinib,50,5.316648323,-0.022810987,203.7,0.977447217
X-1855_binimetinib,X-1855,CRC,binimetinib,53,5.318119994,-0.021339316,204,0.978886756
X-1855_binimetinib,X-1855,CRC,binimetinib,56,5.344246298,0.004786988,209.3999999,1.004798464
X-1855_binimetinib,X-1855,CRC,binimetinib,59,5.348535083,0.009075773,210.3000001,1.009117083
X-1855_binimetinib,X-1855,CRC,binimetinib,63,5.360822572,0.021363262,212.9,1.02159309
X-1855_binimetinib,X-1855,CRC,binimetinib,66,5.351858133,0.012398823,210.9999999,1.012476007
X-1855_binimetinib,X-1855,CRC,binimetinib,69,5.325932534,-0.013526776,205.6000001,0.9865643
X-1855_binimetinib,X-1855,CRC,binimetinib,74,5.30529298,-0.03416633,201.3999999,0.966410748
X-1855_binimetinib,X-1855,CRC,binimetinib,77,5.297817242,-0.041642068,199.9000001,0.959213052
X-1855_binimetinib,X-1855,CRC,binimetinib,80,5.256453162,-0.083006148,191.7999999,0.920345489
X-1855_binimetinib,X-1855,CRC,binimetinib,83,5.262690189,-0.076769121,193,0.926103647
X-1855_binimetinib,X-1855,CRC,binimetinib,87,5.275560379,-0.063898931,195.4999999,0.938099808
X-2145_binimetinib,X-2145,CRC,binimetinib,0,5.294309345,0,199.2,1
X-2145_binimetinib,X-2145,CRC,binimetinib,6,5.253842876,-0.040466469,191.2999999,0.960341365
X-2145_binimetinib,X-2145,CRC,binimetinib,12,5.11559573,-0.178713615,166.6,0.836345382
X-2145_binimetinib,X-2145,CRC,binimetinib,17,4.943782987,-0.350526358,140.3,0.704317269
X-2145_binimetinib,X-2145,CRC,binimetinib,21,4.852030264,-0.442279081,128,0.642570281
X-2145_binimetinib,X-2145,CRC,binimetinib,25,4.896346148,-0.397963197,133.8,0.671686747
X-2145_binimetinib,X-2145,CRC,binimetinib,28,4.858260814,-0.436048531,128.8,0.646586346
X-2145_binimetinib,X-2145,CRC,binimetinib,33,4.872904621,-0.421404724,130.7,0.656124498
X-2145_binimetinib,X-2145,CRC,binimetinib,39,4.703203926,-0.591105419,110.3,0.553714859
X-2145_binimetinib,X-2145,CRC,binimetinib,42,4.850466542,-0.443842803,127.8,0.641566265
X-2145_binimetinib,X-2145,CRC,binimetinib,45,4.903050083,-0.391259262,134.6999999,0.676204819
X-2145_binimetinib,X-2145,CRC,binimetinib,49,5.07579862,-0.218510725,160.1,0.80371486
X-2145_binimetinib,X-2145,CRC,binimetinib,53,5.357529226,0.063219881,212.2,1.065261044
X-2145_binimetinib,X-2145,CRC,binimetinib,56,5.423186349,0.128877004,226.6000001,1.137550201
X-2145_binimetinib,X-2145,CRC,binimetinib,60,5.155024197,-0.139285148,173.3,0.86997992
X-2145_binimetinib,X-2145,CRC,binimetinib,66,5.497577977,0.203268632,244.0999999,1.225401606
X-2145_binimetinib,X-2145,CRC,binimetinib,70,5.441551535,0.14724219,230.8000001,1.158634539
X-2145_binimetinib,X-2145,CRC,binimetinib,75,5.660178837,0.365869492,287.2,1.441767068
X-2145_binimetinib,X-2145,CRC,binimetinib,77,5.579352396,0.285043051,264.8999999,1.329819277
X-2145_binimetinib,X-2145,CRC,binimetinib,81,5.542830944,0.248521599,255.4000001,1.282128515
X-2145_binimetinib,X-2145,CRC,binimetinib,84,5.584623493,0.290314148,266.3,1.33684739
X-2145_binimetinib,X-2145,CRC,binimetinib,88,5.659830587,0.365521242,287.1,1.44126506
X-2145_binimetinib,X-2145,CRC,binimetinib,91,5.769882276,0.475572931,320.4999999,1.608935743
X-2182_binimetinib,X-2182,CRC,binimetinib,0,5.524655809,0,250.8000001,1
X-2182_binimetinib,X-2182,CRC,binimetinib,3,6.14761323,0.622957421,467.6000002,1.864433812
X-2182_binimetinib,X-2182,CRC,binimetinib,6,6.235978124,0.711322315,510.7999999,2.036682615
X-2182_binimetinib,X-2182,CRC,binimetinib,10,6.987674902,1.463019093,1083.2,4.318979265
X-2182_binimetinib,X-2182,CRC,binimetinib,13,7.006785802,1.482129993,1104.1,4.402312597
X-2182_binimetinib,X-2182,CRC,binimetinib,16,7.300607849,1.77595204,1481.2,5.905901115
X-2239_binimetinib,X-2239,CRC,binimetinib,0,5.394990254,0,220.3,1
X-2239_binimetinib,X-2239,CRC,binimetinib,3,5.316157285,-0.078832969,203.6000001,0.924194281
X-2239_binimetinib,X-2239,CRC,binimetinib,6,5.277604325,-0.117385929,195.9,0.889241943
X-2239_binimetinib,X-2239,CRC,binimetinib,9,5.165928179,-0.229062075,175.2000001,0.795279165
X-2239_binimetinib,X-2239,CRC,binimetinib,14,5.249127122,-0.145863132,190.3999999,0.864275987
X-2239_binimetinib,X-2239,CRC,binimetinib,17,5.335613151,-0.059377103,207.5999999,0.942351339
X-2239_binimetinib,X-2239,CRC,binimetinib,21,5.437209365,0.042219111,229.7999999,1.043123013
X-2239_binimetinib,X-2239,CRC,binimetinib,24,5.446306244,0.05131599,231.8999999,1.052655469
X-2239_binimetinib,X-2239,CRC,binimetinib,27,5.373888553,-0.021101701,215.6999999,0.979119382
X-2239_binimetinib,X-2239,CRC,binimetinib,32,5.326904823,-0.068085431,205.7999999,0.934180662
X-2239_binimetinib,X-2239,CRC,binimetinib,35,5.390440655,-0.004549599,219.2999999,0.995460735
X-2239_binimetinib,X-2239,CRC,binimetinib,38,5.316157285,-0.078832969,203.6000001,0.924194281
X-2239_binimetinib,X-2239,CRC,binimetinib,41,5.394990254,0,220.3,1
X-2239_binimetinib,X-2239,CRC,binimetinib,45,5.466370952,0.071380698,236.6000001,1.073990014
X-2239_binimetinib,X-2239,CRC,binimetinib,48,5.707442435,0.312452181,301.0999999,1.366772582
X-2239_binimetinib,X-2239,CRC,binimetinib,52,5.674353664,0.27936341,291.3,1.322287789
X-2239_binimetinib,X-2239,CRC,binimetinib,55,5.725870071,0.330879817,306.7,1.392192464
X-2239_binimetinib,X-2239,CRC,binimetinib,59,5.85363823,0.458647976,348.4999999,1.581933726
X-2239_binimetinib,X-2239,CRC,binimetinib,62,5.984439932,0.589449678,397.1999999,1.802995914
X-2239_binimetinib,X-2239,CRC,binimetinib,66,6.167097116,0.772106862,476.8000001,2.16432138
X-2239_binimetinib,X-2239,CRC,binimetinib,69,6.156978986,0.761988732,472.0000002,2.14253291
X-2239_binimetinib,X-2239,CRC,binimetinib,73,5.980909033,0.585918779,395.7999999,1.796640944
X-2239_binimetinib,X-2239,CRC,binimetinib,76,6.221186414,0.82619616,503.3000001,2.284611893
X-2239_binimetinib,X-2239,CRC,binimetinib,78,6.314091377,0.919101123,552.3000001,2.50703586
X-2374_binimetinib,X-2374,CRC,binimetinib,0,5.412092381,0,224.1,1
X-2374_binimetinib,X-2374,CRC,binimetinib,3,5.489763831,0.07767145,242.2,1.080767514
X-2374_binimetinib,X-2374,CRC,binimetinib,7,5.43590303,0.023810649,229.5000001,1.024096386
X-2374_binimetinib,X-2374,CRC,binimetinib,10,5.577084822,0.164992441,264.3000001,1.179384204
X-2374_binimetinib,X-2374,CRC,binimetinib,16,5.483966713,0.071874332,240.7999999,1.074520303
X-2374_binimetinib,X-2374,CRC,binimetinib,23,5.478553417,0.066461036,239.5,1.068719322
X-2374_binimetinib,X-2374,CRC,binimetinib,28,5.528635122,0.116542741,251.8000001,1.123605533
X-2374_binimetinib,X-2374,CRC,binimetinib,31,5.694405313,0.282312932,297.2,1.326193663
X-2374_binimetinib,X-2374,CRC,binimetinib,35,5.701112246,0.289019865,299.2,1.33511825
X-2374_binimetinib,X-2374,CRC,binimetinib,38,5.547518452,0.135426071,256.6,1.145024542
X-2374_binimetinib,X-2374,CRC,binimetinib,42,5.77019424,0.358101859,320.5999999,1.430611334
X-2374_binimetinib,X-2374,CRC,binimetinib,46,5.564903476,0.152811095,261.1000001,1.165104864
X-2374_binimetinib,X-2374,CRC,binimetinib,52,5.615315493,0.203223112,274.5999999,1.225345827
X-2374_binimetinib,X-2374,CRC,binimetinib,56,5.664348405,0.252256024,288.3999999,1.286925479
X-2374_binimetinib,X-2374,CRC,binimetinib,59,5.447599069,0.035506688,232.1999999,1.036144578
X-2374_binimetinib,X-2374,CRC,binimetinib,63,5.377128547,-0.034963834,216.4,0.965640339
X-2374_binimetinib,X-2374,CRC,binimetinib,66,5.430660554,0.018568173,228.3000001,1.018741633
X-2374_binimetinib,X-2374,CRC,binimetinib,71,5.631928371,0.21983599,279.2,1.245872378
X-2374_binimetinib,X-2374,CRC,binimetinib,74,5.610570093,0.198477712,273.3,1.219544846
X-2374_binimetinib,X-2374,CRC,binimetinib,77,5.623295224,0.211202843,276.8000001,1.235162874
X-2374_binimetinib,X-2374,CRC,binimetinib,80,5.698769933,0.286677552,298.5,1.331994645
X-2374_binimetinib,X-2374,CRC,binimetinib,84,5.788123623,0.376031242,326.4,1.456492637
X-2374_binimetinib,X-2374,CRC,binimetinib,87,5.746522628,0.334430247,313.0999999,1.397144131
X-2374_binimetinib,X-2374,CRC,binimetinib,91,5.810542011,0.39844963,333.7999999,1.489513609
X-2403_binimetinib,X-2403,CRC,binimetinib,0,5.446306244,0,231.8999999,1
X-2403_binimetinib,X-2403,CRC,binimetinib,3,5.739471317,0.293165073,310.9,1.34066408
X-2403_binimetinib,X-2403,CRC,binimetinib,7,6.191953408,0.745647164,488.8000001,2.107805089
X-2403_binimetinib,X-2403,CRC,binimetinib,10,6.223369604,0.77706336,504.4,2.175075464
X-2403_binimetinib,X-2403,CRC,binimetinib,14,6.354370041,0.908063797,575.0000001,2.479517034
X-2403_binimetinib,X-2403,CRC,binimetinib,17,6.584238754,1.13793251,723.6000003,3.120310481
X-2403_binimetinib,X-2403,CRC,binimetinib,21,6.762845107,1.316538863,865.0999998,3.730487279
X-2403_binimetinib,X-2403,CRC,binimetinib,24,6.809260032,1.362953788,906.1999998,3.907718844
X-2403_binimetinib,X-2403,CRC,binimetinib,28,7.014005399,1.567699155,1112.1,4.795601554
X-2483_binimetinib,X-2483,CRC,binimetinib,0,5.394081989,0,220.1000001,1
X-2483_binimetinib,X-2483,CRC,binimetinib,4,5.419649652,0.025567663,225.8000001,1.025897319
X-2483_binimetinib,X-2483,CRC,binimetinib,7,5.399519247,0.005437258,221.3,1.005452067
X-2483_binimetinib,X-2483,CRC,binimetinib,11,5.483135804,0.089053815,240.6000001,1.093139482
X-2483_binimetinib,X-2483,CRC,binimetinib,14,5.567580853,0.173498864,261.7999999,1.189459336
X-2483_binimetinib,X-2483,CRC,binimetinib,18,5.589493328,0.195411339,267.5999999,1.215810994
X-2483_binimetinib,X-2483,CRC,binimetinib,21,5.598792261,0.204710272,270.1000001,1.227169468
X-2483_binimetinib,X-2483,CRC,binimetinib,25,5.637642672,0.243560683,280.8,1.275783734
X-2483_binimetinib,X-2483,CRC,binimetinib,31,5.677780672,0.283698683,292.3,1.328032712
X-2483_binimetinib,X-2483,CRC,binimetinib,35,5.640487624,0.246405635,281.5999999,1.279418445
X-2483_binimetinib,X-2483,CRC,binimetinib,39,5.574432803,0.180350814,263.6000001,1.197637437
X-2483_binimetinib,X-2483,CRC,binimetinib,42,5.572534188,0.178452199,263.1,1.195365742
X-2483_binimetinib,X-2483,CRC,binimetinib,46,5.574812093,0.180730104,263.6999999,1.198091775
X-2483_binimetinib,X-2483,CRC,binimetinib,49,5.572534188,0.178452199,263.1,1.195365742
X-2483_binimetinib,X-2483,CRC,binimetinib,52,5.655991811,0.261909822,286.0000001,1.299409359
X-2483_binimetinib,X-2483,CRC,binimetinib,56,5.653541258,0.259459269,285.2999999,1.296228986
X-2483_binimetinib,X-2483,CRC,binimetinib,59,5.630853295,0.236771306,278.9000001,1.267151295
X-2483_binimetinib,X-2483,CRC,binimetinib,62,5.638354669,0.24427268,280.9999999,1.276692412
X-2483_binimetinib,X-2483,CRC,binimetinib,67,5.645093478,0.251011489,282.8999999,1.285324851
X-2483_binimetinib,X-2483,CRC,binimetinib,70,5.696086268,0.302004279,297.7,1.352567014
X-2483_binimetinib,X-2483,CRC,binimetinib,73,5.719327686,0.325245697,304.7,1.38437074
X-2483_binimetinib,X-2483,CRC,binimetinib,76,5.786897381,0.392815392,325.9999999,1.481144933
X-2483_binimetinib,X-2483,CRC,binimetinib,80,5.771752601,0.377670612,321.1,1.458882325
X-2483_binimetinib,X-2483,CRC,binimetinib,83,5.813533339,0.41945135,334.8000001,1.52112676
X-2483_binimetinib,X-2483,CRC,binimetinib,86,5.842964539,0.44888255,344.8000001,1.566560654
X-2483_binimetinib,X-2483,CRC,binimetinib,89,5.880253618,0.486171629,357.9000001,1.626079055
X-2484_binimetinib,X-2484,CRC,binimetinib,0,5.40222683,0,221.9,1
X-2484_binimetinib,X-2484,CRC,binimetinib,3,5.57519124,0.17296441,263.7999999,1.188823794
X-2484_binimetinib,X-2484,CRC,binimetinib,7,5.342334252,-0.059892578,209,0.941865705
X-2484_binimetinib,X-2484,CRC,binimetinib,9,5.491826113,0.089599283,242.7000001,1.093735917
X-2484_binimetinib,X-2484,CRC,binimetinib,13,5.437644432,0.035417602,229.9000001,1.036052276
X-2484_binimetinib,X-2484,CRC,binimetinib,17,5.731721843,0.329495013,308.4999999,1.390265885
X-2484_binimetinib,X-2484,CRC,binimetinib,22,5.80874291,0.40651608,333.1999999,1.501577287
X-2484_binimetinib,X-2484,CRC,binimetinib,27,6.044768319,0.642541489,421.8999999,1.901306895
X-2484_binimetinib,X-2484,CRC,binimetinib,30,6.137727054,0.735500224,463,2.086525462
X-2538_binimetinib,X-2538,CRC,binimetinib,0,5.321056854,0,204.6000001,1
X-2538_binimetinib,X-2538,CRC,binimetinib,4,5.338979348,0.017922494,208.2999999,1.018084066
X-2538_binimetinib,X-2538,CRC,binimetinib,8,5.498806227,0.177749373,244.3999999,1.194525903
X-2538_binimetinib,X-2538,CRC,binimetinib,11,5.601011197,0.279954343,270.7000001,1.323069404
X-2538_binimetinib,X-2538,CRC,binimetinib,15,5.678464667,0.357407813,292.5000001,1.429618768
X-2538_binimetinib,X-2538,CRC,binimetinib,18,5.804532378,0.483475524,331.8000001,1.621700879
X-2538_binimetinib,X-2538,CRC,binimetinib,22,5.771441123,0.450384269,321,1.568914955
X-2538_binimetinib,X-2538,CRC,binimetinib,25,5.815323849,0.494266995,335.3999999,1.639296186
X-2538_binimetinib,X-2538,CRC,binimetinib,31,5.794536838,0.473479984,328.5,1.605571847
X-2538_binimetinib,X-2538,CRC,binimetinib,37,5.930386698,0.609329844,376.3000002,1.839198436
X-2538_binimetinib,X-2538,CRC,binimetinib,42,6.003393118,0.682336264,404.8,1.978494623
X-2573_binimetinib,X-2573,CRC,binimetinib,0,5.512218336,0,247.6999999,1
X-2573_binimetinib,X-2573,CRC,binimetinib,9,5.849036554,0.336818218,346.9,1.400484458
X-2573_binimetinib,X-2573,CRC,binimetinib,14,5.139321635,-0.372896701,170.6,0.688736375
X-2573_binimetinib,X-2573,CRC,binimetinib,18,5.212759478,-0.299458858,183.6,0.741219217
X-2573_binimetinib,X-2573,CRC,binimetinib,23,5.209486153,-0.302732183,183,0.738796932
X-2573_binimetinib,X-2573,CRC,binimetinib,28,5.216022124,-0.296196212,184.2,0.743641502
X-2573_binimetinib,X-2573,CRC,binimetinib,32,5.639421715,0.127203379,281.2999999,1.135647961
X-2573_binimetinib,X-2573,CRC,binimetinib,37,5.66296048,0.150742144,288,1.162696811
X-2573_binimetinib,X-2573,CRC,binimetinib,39,5.597680944,0.085462608,269.8000001,1.089220832
X-2573_binimetinib,X-2573,CRC,binimetinib,43,5.689007189,0.176788853,295.6,1.193379088
X-2573_binimetinib,X-2573,CRC,binimetinib,46,5.81711116,0.304892824,336,1.356479613
X-2573_binimetinib,X-2573,CRC,binimetinib,49,5.965633787,0.453415451,389.8,1.573677837
X-2573_binimetinib,X-2573,CRC,binimetinib,53,6.035242169,0.523023833,417.8999998,1.687121518
X-2573_binimetinib,X-2573,CRC,binimetinib,59,5.894953647,0.382735311,363.2000001,1.466289868
